confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
328	1	1	2	2	0.7323270624879525	-1.6683673871381706	0.9999999999999999	49.58933611274687	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.03902435302734	140.24007	4278_fibl_pilot_pos_sirius_4547	4547
329	1	1	2	2	0.7302253902858238	-4.717067550865077	0.9999999999999999	76.72868411400856	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.03907775878906	116.311242	1497_fibl_pilot_pos_sirius_1642	1642
330	1	1	1	3	0.7287240336591424	-41.16856624643042	0.9824120603015076	134.41735672591005	C35H46O10	[M + Na]+	FZKCYZNAORCYGO	InChI=1S/C35H46O10/c1-20-15-16-34(8,9)30(42-24(5)37)18-29(41-23(4)36)21(2)17-28-31(44-33(40)27-13-11-10-12-14-27)22(3)19-35(28,45-26(7)39)32(20)43-25(6)38/h10-17,20,22,28-32H,18-19H2,1-9H3	(3a,4,9,11-tetraacetyloxy-2,5,8,8,12-pentamethyl-2,3,4,5,9,10,11,13a-octahydro-1H-cyclopenta[12]annulen-1-yl) benzoate	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C=C(C(CC(C(C=CC(C2OC(=O)C)C)(C)C)OC(=O)C)OC(=O)C)C)OC(=O)C	5.69999981	3309210;70697736;101831569	COCONUT:(CNP0322249);Natural Products:(UNPD83855);PubChem:(3309210 70697736 101831569);SuperNatural:(SN00309027);CHEBI:(65886)	3178530	649.2975463867188	491.71561199999996	2584_fibl_pilot_pos_sirius_2790	2790
331	1	1	2	2	0.7275803680159257	-6.701380728051476	0.9999999999999999	65.2863353387092	C11H20N2O5	[M + H]+	MYFMARDICOWMQP	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)	gamma-Glu-leu	CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N	-2.4000001	151023;4524287;7009565;88491002;89124213;89124215;92223192;92223193;139584172	HMDB:(11171);SuperNatural:(SN00298523 SN00360047);ZINC bio:(ZINC02384788 ZINC04545920 ZINC04545921 ZINC04545922);additional;MeSH:(151023);PubMed;COCONUT:(CNP0259843);Natural Products:(UNPD189228 UNPD80161);PubChem:(151023 4524287 7009565 88491002 89124213 89124215 92223192 92223193 139584172);CHEBI:(133038 68433);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20391)	20506734	261.14556884765625	130.75260600000001	4002_fibl_pilot_pos_sirius_4265	4265
332	1	4	1	5	0.7273983973485395	-125.41689363598569	0.013567839195979902	8.103814890211968	C13H24N2O5S	[M + Na]+	WWROXTIUCJPVJU	InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)	null	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O	-0.899999976	45254005;75102768;101639605	EcoCyc Mine;PubChem:(45254005 75102768 101639605);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites	60146319362	343.13006591796875	164.34324600000002	1297_fibl_pilot_pos_sirius_1421	1421
333	1	1	2	2	0.7269335504000831	-22.052800299460596	0.9999999999999999	60.04018936931883	C7H15NO2	[M + H]+	JHPNVNIEXXLNTR	InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1	Actinine	C[N+](C)(C)CCCC(=O)O	0.100000001	134;725;71314461	HMDB:(1161 6831);SuperNatural:(SN00240479 SN00253726);ZINC bio:(ZINC00395560);additional;MeSH:(134 725);Plantcyc:(GAMMA-BUTYROBETAINE);PubMed;COCONUT:(CNP0082937 CNP0083679 CNP0198371);Natural Products:(UNPD67730 UNPD74110);PubChem:(134 725 71314461);CHEBI:(16244 1941);PubChem class - bio and metabolites;KEGG:(C01181);PubChem class - safety and toxic;Training Set;Biocyc:(GAMMA-BUTYROBETAINE)	87746926	146.11770629882812	38.4861702	4062_fibl_pilot_pos_sirius_4329	4329
334	1	1	2	2	0.7267536725550503	-15.27932288779856	0.9999999999999999	127.47849503332212	C18H33NO	[M + H]+	SFIHQZFZMWZOJV	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	linoleamide	CCCCCC=CCC=CCCCCCCCC(=O)N	5.9000001	3930;5353723;6435901;88175293	HMDB:(62656);PubChem class - food;MeSH:(6435901);PubMed;NORMAN:(NS00049417);COCONUT:(CNP0161573);Natural Products:(UNPD14642);PubChem:(3930 5353723 6435901 88175293);YMDB Mine;CHEBI:(93121 82984);PubChem class - bio and metabolites;KEGG Mine	43103060078	280.2638244628906	423.501858	2199_fibl_pilot_pos_sirius_2386	2386
335	1	1	2	2	0.7243123039075451	-4.007989260396373	0.9999999999999999	52.05624465939118	C20H35NO2	[M + H]+	HBJXRRXWHSHZPU	InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)	Alpha-LEA	CCC=CCC=CCC=CCCCCCCCC(=O)NCCO	5.0	5283449;13912689;44373565;53394360;137699648	NORMAN:(NS00016761);COCONUT:(CNP0324768);HMDB:(13624);PubChem:(5283449 13912689 44373565 53394360 137699648);CHEBI:(89605);additional;PubChem class - bio and metabolites;MeSH:(5283449);Training Set;PubMed	19677294	322.27410888671875	411.80983799999996	2965_fibl_pilot_pos_sirius_3186	3186
336	1	1	2	2	0.7239857740518998	-5.597403933094367	0.9999999999999999	205.94132588102167	C9H17NOS2	[M + H]+	OGYHCBGORZWBPH	InChI=1S/C9H17NOS2/c1-13(11)8-6-4-2-3-5-7-10-9-12/h2-8H2,1H3	Heptane, 1-isothiocyanato-7-(methylsulfinyl)-	CS(=O)CCCCCCCN=C=S	2.70000005	9837367;54149794	HMDB:(38441);SuperNatural:(SN00390491);additional;MeSH:(9837367);PubMed;COCONUT:(CNP0421353);KNApSAcK:(137);Natural Products:(UNPD17815);PubChem:(9837367 54149794);CHEBI:(138800);PubChem class - bio and metabolites;Training Set	20496510	220.08255004882812	296.022468	405_fibl_pilot_pos_sirius_445	445
337	1	1	2	2	0.7238385595866491	-2.5265695689157375	0.9999999999999999	66.05045311595758	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.0390167236328	186.34444200000002	2425_fibl_pilot_pos_sirius_2625	2625
338	1	1	2	2	0.7231464857990891	-1.8205335352236054	0.9999999999999999	54.924646494291316	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.03903198242188	151.79475	2801_fibl_pilot_pos_sirius_3013	3013
339	1	1	1	6	0.7213132127920282	-293.35578505412354	0.6688442211055278	39.509992704036506	C20H29N10O6P	[M + H]+	LYMFOCIVYJGNEH	InChI=1S/C20H29N10O6P/c1-6-36-37(35,23-7-9-29-11-21-15-13(29)17(31)27(4)19(33)25(15)2)24-8-10-30-12-22-16-14(30)18(32)28(5)20(34)26(16)3/h11-12H,6-10H2,1-5H3,(H2,23,24,35)	Bis-(theophyllinyl-7'' ethylamino) phosphate d''ethyle	CCOP(=O)(NCCN1C=NC2=C1C(=O)N(C(=O)N2C)C)NCCN3C=NC4=C3C(=O)N(C(=O)N4C)C	-2.0999999	3053696	PubChem:(3053696);PubChem class - safety and toxic	67108866	537.2073364257812	176.163762	3660_fibl_pilot_pos_sirius_3915	3915
340	1	2	1	4	0.7207507839470476	-98.2462556205876	0.3914572864321608	21.520227986194474	C18H37N5O9	[M + K]+	NLVFBUXFDBBNBW	InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2	Tobramax	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N	-6.19999981	5496;36294;6604388;9804613;9934285;11340303;16758168;16220018;20849286;16394558;16398934;24014406;44120121;44120122;44176766;44452837;51432351;58097828;68150709;68151045;67891005;73265187;71752596;70799053;70809331;71306742;76973362;92045464;92328112;92328113;92328114;92328115;92331686;92331687;92331688;92331689;90470031;94865134;95858846;95858847;95858849;98114453;98114456;118912247;118421979;121277573;122581308;121343178;123134053;125462943;125462944;125462945;125462946;124715004;124715005;124715006;124715007;124746729;124746730;129009857;129012213;129660520;131632463;131706840;131839603;132200038;132286112;134300017;138113602	HMDB:(14822);SuperNatural:(SN00107730 SN00403333);ZINC bio:(ZINC08101191 ZINC08101192 ZINC08101193 ZINC08101194 ZINC08214692 ZINC70680696);additional;HSDB:(32986-56-4);MeSH:(5496 36294);PubMed;NORMAN:(NS00003131);COCONUT:(CNP0161114 CNP0317469);Natural Products:(UNPD171385);PubChem:(5496 36294 6604388 9804613 9934285 11340303 16758168 16220018 20849286 16394558 16398934 24014406 44120121 44120122 44176766 44452837 51432351 58097828 68150709 68151045 67891005 73265187 71752596 70799053 70809331 71306742 76973362 92045464 92328112 92328113 92328114 92328115 92331686 92331687 92331688 92331689 90470031 94865134 95858846 95858847 95858849 98114453 98114456 118912247 118421979 121277573 122581308 121343178 123134053 125462943 125462944 125462945 125462946 124715004 124715005 124715006 124715007 124746729 124746730 129009857 129012213 129660520 131632463 131706840 131839603 132200038 132286112 134300017 138113602);CHEBI:(95186 73678 28864);PubChem class - bio and metabolites;KEGG:(C00397);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-14154)	121432942	506.2236328125	302.914734	4508_fibl_pilot_pos_sirius_4781	4781
341	1	1	1	2	0.7199767428635524	-4.683262970133403	0.9999999999999999	56.76219717824077	C17H37NO2	[M + H]+	KFQUQCFJDMSIJF	InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h16-17,19-20H,2-15,18H2,1H3	C17 Sphinganine	CCCCCCCCCCCCCCC(C(CO)N)O	5.30000019	3247037;15379378;73193342	COCONUT:(CNP0346670);PubChem:(3247037 15379378 73193342);CHEBI:(137124);additional;Training Set;PubMed	2637922	288.2895965576172	402.573468	4600_fibl_pilot_pos_sirius_4874	4874
342	1	1	2	2	0.7197337347697463	-2.3546193695950346	0.9999999999999999	54.14511371520447	C7H6O5	[M - H2O + H]+	LNTHITQWFMADLM	InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)	gallate	C1=C(C=C(C(=C1O)O)O)C(=O)O	0.0519780293	370;10535192;25214412;54675821;138395988	HMDB:(5807);PubChem class - food;SuperNatural:(SN00262489 SN00000126);ZINC bio:(ZINC00001504);additional;HSDB:(149-91-7);MeSH:(370);Plantcyc:(CPD-183);PubMed;NORMAN:(NS00013682);COCONUT:(CNP0085875 CNP0133244);KNApSAcK:(2647);Natural Products:(UNPD140949);PubChem:(370 10535192 25214412 54675821 138395988);CHEBI:(16918 30778);PubChem class - bio and metabolites;KEGG:(C01424);PubChem class - safety and toxic;YMDB:(1323);Training Set;PubChem class - drug;Biocyc:(CPD-183 CPD0-2434)	255847294	153.01800537109375	185.31204	779_fibl_pilot_pos_sirius_850	850
343	1	1	1	1	0.7196445316631188	-16.12371689802631	0.9999999999999999	51.48570167097686	C15H14O9	[M + Na]+	LRJBKCVWTWKWRX	InChI=1S/C15H14O9/c16-9-4-1-8(2-5-9)3-6-12(19)24-13(15(22)23)10(14(20)21)7-11(17)18/h1-6,10,13,16H,7H2,(H,17,18)(H,20,21)(H,22,23)	null	C1=CC(=CC=C1C=CC(=O)OC(C(CC(=O)O)C(=O)O)C(=O)O)O	0.5	124511160;125416398;124351363;124351364	COCONUT:(CNP0162906);Natural Products:(UNPD201201 UNPD222573);Training Set;PubChem:(124511160 125416398 124351363 124351364)	2146306	361.0530700683594	172.78323	3870_fibl_pilot_pos_sirius_4128	4128
344	1	1	2	2	0.7194973908853903	-5.734746731762898	0.9999999999999999	19.93134345736705	C11H14N2	[M + H]+	NCIKQJBVUNUXLW	InChI=1S/C11H14N2/c1-12-7-6-9-8-13-11-5-3-2-4-10(9)11/h2-5,8,12-13H,6-7H2,1H3	Dipterine	CNCCC1=CNC2=CC=CC=C21	2.00229621	6088;1711924;451062;71750654	HMDB:(4370);ZINC bio:(ZINC01995685);additional;MeSH:(6088);PubMed;NORMAN:(NS00014895);COCONUT:(CNP0113759);KNApSAcK:(26521);Natural Products:(UNPD2718);PubChem:(6088 1711924 451062 71750654);CHEBI:(28136);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06213);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-21514)	17266698622	175.12313842773438	146.26328999999998	4150_fibl_pilot_pos_sirius_4418	4418
345	1	1	1	4	0.7184038030731428	-275.4956318917134	0.9597989949748743	49.37493614504974	C21H39NO7	[M + H]+	UKUPHONHODZPDA	InChI=1S/C21H39NO7/c1-2-3-4-9-12-16(24)13-10-7-5-6-8-11-14-17(25)18(26)19(27)21(22,15-23)20(28)29/h11,14,17-19,23,25-27H,2-10,12-13,15,22H2,1H3,(H,28,29)	Sphingofungin E	CCCCCCC(=O)CCCCCCC=CC(C(C(C(CO)(C(=O)O)N)O)O)O	-1.29999995	6439482;11750429;38357082;102431396;132570343	COCONUT:(CNP0276981);KNApSAcK:(16771);Natural Products:(UNPD42750);PubChem:(6439482 11750429 38357082 102431396 132570343);SuperNatural:(SN00029480);ZINC bio:(ZINC31163788);MeSH:(6439482 11750429);PubMed;KEGG Mine	8593121366	418.2801513671875	217.773684	1507_fibl_pilot_pos_sirius_1652	1652
346	1	1	2	2	0.7176775995590072	-17.705033865952434	0.9999999999999999	42.53068575544789	C7H13NO2	[M + H]+	CMUNUTVVOOHQPW	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/p+1	stachydrine	C[N+]1(CCCC1C(=O)O)C	0.400000006	554;555;115244;448301;7016562;7016563;117064720	HMDB:(4827);SuperNatural:(SN00268890 SN00335328 SN00002181 SN00003021);ZINC bio:(ZINC01531692 ZINC02528042);additional;MeSH:(115244);PubMed;NORMAN:(NS00015011);COCONUT:(CNP0076252 CNP0085339 CNP0135211);KNApSAcK:(2074);Natural Products:(UNPD166759 UNPD167034 UNPD68042);PubChem:(554 555 115244 448301 7016562 7016563 117064720);CHEBI:(35280 134398 44813);PubChem class - bio and metabolites;KEGG:(C21514 C10172);Training Set;Biocyc:(CPD-17175 CPD-821)	20769150	144.1019287109375	90.354222	1990_fibl_pilot_pos_sirius_2168	2168
347	1	1	2	2	0.7165043413762336	-1.9688662270631594	0.9999999999999999	76.31558970066583	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.03890991210938	175.172226	4335_fibl_pilot_pos_sirius_4605	4605
348	1	1	1	1	0.7159160902257105	-170.36070864516955	0.9999999999999999	14.779892535645466	C21H30O7	[M + Na]+	COXRJHSETJGOOL	InChI=1S/C21H30O7/c1-10(2)14-8-21(4)11(3)5-13(23)6-12(21)7-15(14)27-20-19(26)18(25)17(24)16(9-22)28-20/h6-7,11,14,16-20,22,24-26H,1,5,8-9H2,2-4H3	null	CC1CC(=O)C=C2C1(CC(C(=C2)OC3C(C(C(C(O3)CO)O)O)O)C(=C)C)C	1.20000005	102384289	COCONUT:(CNP0316720);Natural Products:(UNPD138221);PubChem:(102384289);SuperNatural:(SN00365300)	3178498	417.18804931640625	235.314336	3506_fibl_pilot_pos_sirius_3754	3754
349	1	1	2	2	0.7157062646786848	-21.295596259534744	0.9999999999999999	18.523349307424777	C16H33NO2	[M - H2O + H]+	JHIXEZNTXMFXEK	InChI=1S/C16H33NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)17-14-15-18/h18H,2-15H2,1H3,(H,17,19)	Comperlan MM	CCCCCCCCCCCCCC(=O)NCCO	5.0999999	8890	NORMAN:(NS00013870);COCONUT:(CNP0300092);PubChem:(8890);CHEBI:(85262);additional;HSDB:(142-58-5);MeSH:(8890);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(CPD-22246)	70011494	254.24790954589844	524.596872	667_fibl_pilot_pos_sirius_727	727
350	1	1	2	2	0.7149266830567018	-123.50302013949985	0.9999999999999999	68.87610101817992	C17H31NO6	[M - H2O + H]+	QYCKAIPDXPEVHP	InChI=1S/C17H31NO6/c1-13(19)16(17(23)24)18-14(20)11-9-7-5-3-2-4-6-8-10-12-15(21)22/h13,16,19H,2-12H2,1H3,(H,18,20)(H,21,22)(H,23,24)	null	CC(C(C(=O)O)NC(=O)CCCCCCCCCCCC(=O)O)O	2.9000001	137918189	PubChem:(137918189);COCONUT:(CNP0196191)	2097154	328.2118225097656	227.349516	3946_fibl_pilot_pos_sirius_4205	4205
351	1	1	1	2	0.7137685724814241	-351.45749521429843	0.9999999999999999	90.4665372950382	C8H11BFNO4	[M + H]+	GSERMWXQEOLTTB	InChI=1S/C8H10BFNO4/c10-7-4-2-1-3-6(7)8(12)11-5-9(13,14)15/h1-4,13-15H,5H2,(H,11,12)/q-1	[(2-Fluorophenyl)carbonylamino]methyl-Trihydroxy-Boron	[B-](CNC(=O)C1=CC=CC=C1F)(O)(O)O	1.20677447	53301827	PubChem:(53301827);PubChem class - bio and metabolites	16777218	215.08758544921875	31.264371	3986_fibl_pilot_pos_sirius_4247	4247
352	1	1	2	2	0.7134826118581395	-100.47123076738035	0.9999999999999999	154.93569549112075	C13H25NO3	[M - H2O + H]+	HEUQYIQQCNOXOG	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	acylglycine C:11	CCCCCCCCCCC(=O)NCC(=O)O	3.79999995	454092	COCONUT:(CNP0135234);HMDB:(13286);PubChem:(454092);PubMed;CHEBI:(74438)	2097258	226.1800994873047	290.996754	3131_fibl_pilot_pos_sirius_3360	3360
353	1	1	2	2	0.7132122400893073	-33.1544910590703	0.9999999999999999	100.38342615440015	C18H33NO	[M + H]+	SFIHQZFZMWZOJV	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	linoleamide	CCCCCC=CCC=CCCCCCCCC(=O)N	5.9000001	3930;5353723;6435901;88175293	HMDB:(62656);PubChem class - food;MeSH:(6435901);PubMed;NORMAN:(NS00049417);COCONUT:(CNP0161573);Natural Products:(UNPD14642);PubChem:(3930 5353723 6435901 88175293);YMDB Mine;CHEBI:(93121 82984);PubChem class - bio and metabolites;KEGG Mine	43103060078	280.2635803222656	542.69115	216_fibl_pilot_pos_sirius_238	238
354	1	1	2	2	0.7114655698542316	-97.4980183394134	0.9999999999999999	59.27887136239482	C10H11NO5	[M + H]+	XCSFLMDXLJMLBA	InChI=1S/C10H11NO5/c1-14-6-3-4-7-8(5-6)16-10(13)9(12)11(7)15-2/h3-5,10,13H,1-2H3	null	COC1=CC2=C(C=C1)N(C(=O)C(O2)O)OC	0.5	11064107;101019986;101144326	COCONUT:(CNP0025734);HMDB:(37264);PubChem:(11064107 101019986 101144326);PubChem class - bio and metabolites;Training Set;PubMed	18890826	226.07106018066406	187.266648	1741_fibl_pilot_pos_sirius_1900	1900
355	1	1	2	2	0.7102436481345824	-19.11911834683572	0.9999999999999999	74.27787904637577	C7H13NO2	[M + H]+	CMUNUTVVOOHQPW	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/p+1	stachydrine	C[N+]1(CCCC1C(=O)O)C	0.400000006	554;555;115244;448301;7016562;7016563;117064720	HMDB:(4827);SuperNatural:(SN00268890 SN00335328 SN00002181 SN00003021);ZINC bio:(ZINC01531692 ZINC02528042);additional;MeSH:(115244);PubMed;NORMAN:(NS00015011);COCONUT:(CNP0076252 CNP0085339 CNP0135211);KNApSAcK:(2074);Natural Products:(UNPD166759 UNPD167034 UNPD68042);PubChem:(554 555 115244 448301 7016562 7016563 117064720);CHEBI:(35280 134398 44813);PubChem class - bio and metabolites;KEGG:(C21514 C10172);Training Set;Biocyc:(CPD-17175 CPD-821)	20769150	144.10196685791016	90.354222	2228_fibl_pilot_pos_sirius_2417	2417
356	1	1	2	2	0.7084678451826155	-8.880167334054569	0.9999999999999999	22.973644817075822	C10H10O4	[M - H2O + H]+	YWWHKOHZGJFMIE	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	Monoethyl phthalate	CCOC(=O)C1=CC=CC=C1C(=O)O	1.63486385	75318;21894230;71750793;138396076	HMDB:(2120);ZINC bio:(ZINC00409879);additional;MeSH:(75318);PubMed;NORMAN:(NS00010914);COCONUT:(CNP0017360);PubChem:(75318 21894230 71750793 138396076);CHEBI:(70973);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676728942	177.05467224121094	346.682772	2976_fibl_pilot_pos_sirius_3197	3197
357	1	1	1	2	0.7076099400386995	-30.60229386536502	0.9999999999999999	53.92923978623422	C27H35N3O6	[M + H]+	IGHVUFYLAJSILE	InChI=1S/C27H35N3O6/c1-35-24-18-20(6-10-22(24)31)8-12-26(33)29-16-4-3-14-28-15-5-17-30-27(34)13-9-21-7-11-23(32)25(19-21)36-2/h6-13,18-19,28,31-32H,3-5,14-17H2,1-2H3,(H,29,33)(H,30,34)	null	COC1=C(C=CC(=C1)C=CC(=O)NCCCCNCCCNC(=O)C=CC2=CC(=C(C=C2)O)OC)O	2.9000001	100917622;131751432	COCONUT:(CNP0387013);HMDB:(33471);Natural Products:(UNPD84948);PubChem:(100917622 131751432);SuperNatural:(SN00243442);PubChem class - bio and metabolites;KEGG Mine	8609890314	498.2598571777344	188.5692	4748_fibl_pilot_pos_sirius_5022	5022
